customer_id,monthly_usage_hours,login_frequency,support_tickets,complaints
C10996,47.3,27,2,0
C10997,56.8,29,1,0
C10998,56.8,19,3,1
C10999,24.4,9,3,2
C11000,25.9,10,3,2
C11001,55.6,16,2,0
C11002,24.9,5,4,4
C11003,48.0,17,4,2
C11004,48.9,15,2,1
C11005,34.9,16,3,2
C11006,33.9,15,3,2
C11007,57.6,22,3,1
C11008,29.5,6,4,3
C11009,7.2,5,7,5
C11010,18.9,9,4,4
C11011,28.3,5,4,3
C11012,40.8,18,3,2
C11013,59.3,14,3,1
C11014,59.9,23,2,2
C11015,48.9,18,2,2
C11016,31.0,17,3,2
C11017,19.8,7,4,4
C11018,29.5,12,6,4
C11019,52.3,21,3,3
C11020,31.0,6,5,3
C11021,40.2,12,2,0
C11022,20.5,10,4,4
C11023,20.5,12,4,3
C11024,49.6,26,1,0
C11025,48.8,17,2,1
C11026,29.2,10,3,3
C11027,55.1,14,2,0
C11028,20.9,6,4,4
C11029,36.5,6,4,4
C11030,68.0,25,1,0
C11031,21.2,3,4,2
C11032,31.4,10,3,2
C11033,46.6,20,2,1
C11034,52.8,19,2,2
C11035,57.5,25,2,2
C11036,2.1,4,5,4
C11037,42.4,11,3,1
C11038,78.4,31,0,0
C11039,53.0,14,3,3
C11040,69.9,18,1,0
C11041,75.7,28,1,1
C11042,45.5,11,2,0
C11043,31.9,14,4,4
C11044,4.4,2,5,5
C11045,51.1,28,2,2
C11046,14.6,3,5,4
C11047,65.6,29,1,0
C11048,54.5,21,1,0
C11049,63.6,25,2,0
C11050,37.9,13,4,2
C11051,29.1,14,3,3
C11052,48.8,20,2,2
C11053,10.1,7,4,3
C11054,37.8,19,4,3
C11055,47.4,24,3,2
C11056,19.1,9,4,2
C11057,45.9,18,3,1
C11058,4.6,0,6,5
C11059,68.5,28,1,0
C11060,63.5,23,1,1
C11061,10.3,5,6,6
C11062,20.9,13,3,1
C11063,52.2,14,2,2
C11064,17.4,7,3,3
C11065,53.5,16,1,0
C11066,22.2,10,3,2
C11067,52.3,19,3,3
C11068,18.5,10,4,4
C11069,71.3,22,2,1
C11070,43.3,15,3,2
C11071,8.4,0,5,5
C11072,40.6,14,3,3
C11073,50.0,12,4,4
C11074,34.0,8,4,2
C11075,46.5,23,2,1
C11076,49.1,19,2,1
C11077,45.7,16,3,1
C11078,63.4,24,1,0
C11079,40.4,19,2,2
C11080,46.6,20,3,2
C11081,47.8,14,2,0
C11082,46.7,12,2,1
C11083,67.0,21,1,0
C11084,50.5,18,3,2
C11085,17.6,12,3,2
C11086,18.4,6,4,3
C11087,4.7,5,4,4
C11088,35.1,20,3,3
C11089,62.8,24,1,0
C11090,18.9,12,5,3
C11091,45.7,16,2,2
C11092,36.1,13,3,2
C11093,27.8,6,4,4
C11094,18.9,7,4,2
C11095,46.2,19,3,3
C11096,56.1,18,3,2
C11097,14.2,6,4,3
C11098,26.3,12,3,2
C11099,49.6,16,2,0
C11100,67.3,26,1,0
C11101,31.6,11,3,1
C11102,45.4,17,2,1
C11103,54.6,15,3,1
C11104,29.6,14,4,2
C11105,44.1,21,2,1
C11106,2.0,0,5,5
C11107,34.7,18,2,0
C11108,67.3,24,1,0
C11109,57.7,23,1,1
C11110,60.9,21,2,0
C11111,34.8,14,3,1
C11112,44.8,16,3,2
C11113,43.0,18,2,0
C11114,26.2,12,4,4
C11115,7.5,4,4,3
C11116,20.2,10,3,2
C11117,34.6,13,5,4
C11118,32.5,13,4,2
C11119,50.8,16,3,2
C11120,46.2,18,2,0
C11121,17.8,6,4,4
C11122,49.0,14,2,2
C11123,30.5,7,3,2
C11124,25.6,7,4,3
C11125,11.9,8,6,5
C11126,53.4,22,2,2
C11127,14.1,11,4,3
C11128,29.1,14,3,3
C11129,19.5,11,4,3
C11130,26.5,13,3,1
C11131,21.8,9,4,3
C11132,12.7,11,5,4
C11133,45.7,23,2,2
C11134,38.6,17,3,1
C11135,34.1,8,3,3
C11136,41.5,11,4,3
C11137,17.9,5,4,3
C11138,32.7,11,3,2
C11139,58.0,22,2,2
C11140,55.7,24,1,0
C11141,45.7,15,2,0
C11142,36.9,13,3,1
C11143,14.3,9,5,4
C11144,52.5,21,2,2
C11145,56.1,22,3,2
C11146,16.0,6,4,3
C11147,28.2,16,4,3
C11148,61.4,18,2,1
C11149,38.5,14,4,4
C11150,45.7,21,2,0
C11151,23.0,10,5,4
C11152,42.3,19,2,1
C11153,34.8,14,3,3
C11154,55.0,19,2,2
C11155,63.1,17,3,1
C11156,35.8,14,3,1
C11157,64.8,21,1,0
C11158,11.6,2,5,4
C11159,12.8,3,5,4
C11160,32.2,12,3,3
C11161,63.5,19,3,2
C11162,51.9,15,3,3
C11163,69.9,28,1,1
C11164,60.2,23,2,2
C11165,27.0,17,3,1
C11166,20.4,6,5,3
C11167,17.1,5,4,4
C11168,75.4,25,2,0
C11169,15.1,2,6,5
C11170,26.6,7,3,3
C11171,68.9,23,1,1
C11172,70.5,30,1,0
C11173,45.3,17,3,2
C11174,58.6,23,1,1
C11175,48.8,22,4,2
C11176,27.3,10,6,4
C11177,64.1,20,1,0
C11178,14.2,6,4,3
C11179,27.9,12,3,2
C11180,41.2,13,3,3
C11181,69.5,18,1,0
C11182,43.6,21,3,2
C11183,74.6,21,1,0
C11184,41.9,19,4,2
C11185,56.1,24,3,1
C11186,33.2,13,3,1
C11187,58.5,20,2,1
C11188,15.4,6,7,7
C11189,41.9,8,4,2
C11190,19.8,2,4,2
C11191,47.4,22,2,0
C11192,27.1,10,3,1
C11193,19.2,4,4,3
C11194,51.1,29,2,0
C11195,60.5,22,2,0
C11196,21.3,10,6,6
C11197,23.0,12,4,4
C11198,23.3,19,4,3
C11199,39.7,13,2,1
C11200,48.9,19,3,3
C11201,45.5,22,2,2
C11202,22.9,16,4,4
C11203,46.5,17,2,0
C11204,55.5,12,3,2
C11205,52.1,15,2,0
C11206,59.6,19,1,0
C11207,64.5,27,3,1
C11208,54.9,23,2,0
C11209,57.8,17,1,0
C11210,48.9,20,3,2
C11211,12.5,9,4,4
C11212,42.9,24,2,2
C11213,48.8,17,2,1
C11214,55.6,23,2,2
C11215,38.7,12,3,3
C11216,60.9,23,1,1
C11217,17.4,7,4,4
C11218,55.9,22,2,2
C11219,40.3,9,2,0
C11220,36.2,17,4,4
C11221,67.4,24,4,3
C11222,10.7,6,5,3
C11223,58.7,18,2,2
C11224,30.0,11,3,1
C11225,46.6,19,2,2
C11226,36.8,12,4,4
C11227,69.3,24,1,0
C11228,18.9,8,5,4
C11229,30.2,18,3,3
C11230,61.8,26,2,1
C11231,39.3,16,2,2
C11232,53.4,20,1,0
C11233,33.9,17,2,2
C11234,72.8,29,1,0
C11235,36.9,11,3,2
C11236,54.7,22,2,2
C11237,36.2,12,3,2
C11238,62.8,24,1,0
C11239,58.5,25,1,0
C11240,18.1,10,6,6
C11241,0.0,0,5,4
C11242,33.4,7,5,3
C11243,29.9,14,4,4
C11244,34.2,18,3,1
C11245,21.0,7,3,1
C11246,15.2,4,7,6
C11247,22.8,15,5,3
C11248,45.7,14,3,2
C11249,31.7,10,4,4
C11250,23.6,7,4,2
C11251,19.7,11,4,2
C11252,30.3,12,3,2
C11253,50.4,14,2,0
C11254,14.9,8,4,4
C11255,37.8,12,3,2
C11256,75.5,25,2,2
C11257,47.8,13,2,2
C11258,33.0,16,5,5
C11259,49.9,22,2,0
C11260,66.1,22,1,1
C11261,57.5,23,1,1
C11262,69.1,23,3,1
C11263,47.9,22,2,1
C11264,30.8,9,3,2
C11265,29.6,14,3,3
C11266,65.1,21,1,0
C11267,30.0,10,4,3
C11268,36.9,14,6,6
C11269,71.0,25,2,0
C11270,11.9,8,4,3
C11271,31.8,14,4,3
C11272,55.8,18,2,2
C11273,22.1,0,4,4
C11274,36.1,13,3,1
C11275,32.4,11,5,5
C11276,32.5,13,3,2
C11277,58.0,19,1,0
C11278,29.3,10,4,4
C11279,43.4,19,2,2
C11280,57.2,17,2,0
C11281,53.1,18,2,1
C11282,16.8,8,4,3
C11283,11.4,8,5,5
C11284,31.7,11,4,4
C11285,41.4,13,4,4
C11286,32.1,16,3,1
C11287,43.1,12,2,0
C11288,24.4,9,3,3
C11289,71.9,28,0,0
C11290,23.5,13,4,4
C11291,62.0,28,1,1
C11292,25.0,5,5,3
C11293,3.0,0,4,4
C11294,63.2,25,1,1
C11295,46.7,15,3,1
C11296,51.3,21,2,2
C11297,20.4,7,4,4
C11298,40.7,15,2,0
C11299,57.3,18,3,1
C11300,28.8,10,3,1
C11301,58.6,24,2,0
C11302,23.1,3,6,4
C11303,66.4,24,4,4
C11304,46.5,23,1,1
C11305,51.7,18,3,1
C11306,31.9,10,3,3
C11307,63.7,24,3,1
C11308,23.3,9,7,6
C11309,70.9,27,0,0
C11310,62.3,21,1,0
C11311,18.3,4,4,4
C11312,65.3,21,1,1
C11313,60.2,21,2,0
C11314,52.1,20,2,2
C11315,23.0,7,5,4
C11316,50.4,21,3,1
C11317,49.3,15,2,1
C11318,60.9,25,1,1
C11319,47.2,24,2,0
C11320,48.8,19,3,1
C11321,69.4,19,1,1
C11322,61.4,29,1,1
C11323,20.4,6,4,2
C11324,26.3,13,3,1
C11325,67.7,25,1,1
C11326,45.1,15,3,3
C11327,18.3,0,4,3
C11328,56.6,21,1,0
C11329,31.8,16,3,3
C11330,31.6,20,3,1
C11331,40.6,17,2,1
C11332,43.5,16,2,0
C11333,40.4,14,4,4
C11334,13.2,4,5,4
C11335,52.5,28,2,2
C11336,54.8,21,3,3
C11337,50.3,17,3,2
C11338,53.6,23,2,0
C11339,33.9,9,4,4
C11340,55.5,20,1,0
C11341,14.9,8,4,4
C11342,34.8,17,2,2
C11343,21.9,7,6,6
C11344,49.2,19,2,2
C11345,53.9,15,4,4
C11346,75.0,23,1,0
C11347,47.6,17,3,1
C11348,51.1,12,2,1
C11349,47.2,22,2,0
C11350,59.9,20,1,0
C11351,64.8,26,3,2
C11352,58.9,17,4,2
C11353,35.2,17,3,1
C11354,57.8,22,3,3
C11355,16.9,6,6,5
C11356,73.9,24,1,0
C11357,0.6,0,4,3
C11358,53.4,26,2,2
C11359,39.3,13,3,2
C11360,17.6,4,4,2
C11361,67.3,22,2,1
C11362,50.6,22,4,2
C11363,44.2,15,3,3
C11364,48.0,22,2,2
C11365,47.4,11,3,2
C11366,33.0,16,3,2
C11367,78.8,30,0,0
C11368,45.3,16,3,3
C11369,73.2,26,1,0
C11370,2.3,4,5,3
C11371,40.3,10,3,1
C11372,46.7,15,3,2
C11373,24.6,4,5,4
C11374,43.6,13,4,2
C11375,27.5,13,4,3
C11376,30.2,12,6,5
C11377,26.2,16,2,1
C11378,71.8,21,2,2
C11379,29.0,12,3,2
C11380,37.0,17,3,2
C11381,59.6,18,2,1
C11382,43.4,20,2,0
C11383,69.8,30,3,1
C11384,43.7,16,2,2
C11385,67.5,23,2,0
C11386,42.6,17,4,2
C11387,30.1,15,3,1
C11388,40.3,16,4,3
C11389,33.4,14,3,1
C11390,11.8,10,5,3
C11391,35.0,19,4,4
C11392,72.9,23,1,0
C11393,15.5,8,5,5
C11394,62.0,26,1,1
C11395,32.8,14,4,3
C11396,33.3,13,3,2
C11397,29.6,10,5,3
C11398,69.1,26,0,0
C11399,32.6,13,3,2
C11400,17.2,2,4,4
C11401,35.2,13,5,4
C11402,23.6,11,4,2
C11403,51.9,22,2,2
C11404,67.2,26,1,1
C11405,22.4,10,3,1
C11406,29.2,10,3,2
C11407,29.0,12,5,4
C11408,29.3,4,4,3
C11409,46.4,18,2,0
C11410,39.3,13,3,3
C11411,24.8,10,4,2
C11412,40.0,13,3,3
C11413,61.3,26,1,1
C11414,7.3,6,4,3
C11415,16.9,9,5,4
C11416,23.6,9,5,3
C11417,36.1,16,4,4
C11418,40.1,12,3,1
C11419,0.0,3,6,6
C11420,85.3,27,0,0
C11421,44.1,15,2,1
C11422,44.4,15,3,3
C11423,40.8,12,5,3
C11424,36.5,13,3,2
C11425,64.7,23,1,0
C11426,48.9,19,4,2
C11427,50.5,18,3,2
C11428,47.1,18,5,3
C11429,48.2,13,4,4
C11430,53.8,21,2,1
C11431,38.6,15,3,2
C11432,47.8,19,4,4
C11433,44.8,25,3,3
C11434,37.5,11,4,3
C11435,42.1,18,2,1
C11436,65.9,31,1,1
C11437,53.4,22,2,0
C11438,28.0,7,4,2
C11439,49.1,18,2,0
C11440,22.5,14,3,3
C11441,19.6,5,4,2
C11442,17.6,7,5,5
C11443,71.3,26,1,1
C11444,33.8,18,4,4
C11445,49.2,12,2,2
C11446,19.6,17,4,4
C11447,41.0,10,3,1
C11448,66.7,28,0,0
C11449,48.3,18,3,3
C11450,14.3,0,4,4
C11451,20.6,1,5,4
C11452,64.2,22,4,4
C11453,59.6,21,2,0
C11454,53.7,20,2,0
C11455,47.9,15,2,2
C11456,42.2,20,3,3
C11457,18.7,3,4,3
C11458,40.0,18,2,1
C11459,13.7,4,5,5
C11460,27.1,13,3,3
C11461,26.0,9,5,5
C11462,61.0,24,3,2
C11463,34.5,16,5,3
C11464,29.1,8,4,4
C11465,46.9,22,3,3
C11466,24.9,8,5,5
C11467,29.7,14,4,2
C11468,41.7,17,2,2
C11469,8.9,8,4,3
C11470,32.7,10,3,2
C11471,22.2,13,3,2
C11472,30.4,17,2,1
C11473,33.7,16,3,1
C11474,59.5,27,1,0
C11475,29.5,6,4,3
C11476,23.7,12,6,5
C11477,39.9,13,4,3
C11478,40.3,17,4,3
C11479,43.4,13,3,3
C11480,44.1,17,2,2
C11481,44.5,17,2,1
C11482,23.9,11,4,3
C11483,44.0,15,2,2
C11484,18.7,5,4,4
C11485,37.4,10,3,1
C11486,11.1,8,6,4
C11487,49.2,17,2,0
C11488,19.0,6,6,6
C11489,26.2,9,3,1
C11490,29.0,9,3,3
C11491,24.5,10,4,4
C11492,20.9,14,4,4
C11493,51.8,21,2,1
C11494,31.7,16,3,1
C11495,29.5,7,4,4
C11496,31.3,9,4,4
C11497,49.4,15,2,2
C11498,62.7,22,1,0
C11499,46.9,18,2,2
C11500,28.1,9,4,4
C11501,30.8,7,4,3
C11502,33.7,12,3,3
C11503,33.3,13,3,3
C11504,56.6,21,2,2
C11505,11.9,7,4,2
C11506,28.5,9,3,1
C11507,47.0,14,3,1
C11508,51.0,25,2,2
C11509,18.1,9,6,5
C11510,55.3,21,2,2
C11511,62.1,25,1,1
C11512,28.2,8,6,5
C11513,14.7,4,4,2
C11514,17.8,12,3,1
C11515,42.1,14,3,1
C11516,18.9,7,4,4
C11517,24.2,11,4,4
C11518,21.0,9,4,2
C11519,43.6,19,2,2
C11520,30.6,13,3,2
C11521,58.1,24,1,1
C11522,40.5,16,3,3
C11523,33.7,13,3,2
C11524,58.6,24,1,0
C11525,32.7,16,3,1
C11526,47.0,14,3,3
C11527,62.2,22,2,2
C11528,37.2,12,4,2
C11529,11.3,12,5,5
C11530,39.2,14,2,0
C11531,46.6,20,2,1
C11532,51.7,21,4,4
C11533,46.9,21,2,1
C11534,42.2,27,2,1
C11535,45.7,10,3,3
C11536,12.1,11,7,6
C11537,58.3,27,1,0
C11538,45.1,22,3,3
C11539,55.1,22,2,1
C11540,0.0,3,5,5
C11541,6.9,1,4,3
C11542,64.2,30,4,4
C11543,39.0,16,3,2
C11544,46.9,12,3,2
C11545,79.3,30,1,1
C11546,29.6,13,3,2
C11547,49.2,20,2,0
C11548,39.7,16,4,3
C11549,40.6,12,3,1
C11550,51.6,11,2,2
C11551,47.7,14,4,3
C11552,52.1,22,4,4
C11553,76.8,22,1,1
C11554,15.5,5,5,4
C11555,21.3,2,4,4
C11556,32.9,11,3,2
C11557,43.4,14,2,1
C11558,27.0,13,4,3
C11559,37.8,17,3,1
C11560,60.7,16,2,0
C11561,16.0,4,4,3
C11562,48.3,14,4,2
C11563,3.8,0,4,3
C11564,40.0,11,4,2
C11565,21.3,7,5,4
C11566,46.9,21,2,2
C11567,52.0,20,2,0
C11568,4.4,7,4,2
C11569,56.6,22,4,3
C11570,30.4,20,3,1
C11571,47.9,19,3,1
C11572,40.9,13,4,2
C11573,42.7,19,3,1
C11574,55.4,22,1,0
C11575,12.2,10,4,4
C11576,61.1,19,1,1
C11577,22.7,9,3,2
C11578,3.5,10,4,3
C11579,11.5,10,4,4
C11580,23.1,9,4,4
C11581,16.1,5,4,2
C11582,11.6,0,5,3
C11583,27.4,9,3,2
C11584,10.1,5,6,6
C11585,35.7,20,2,2
C11586,23.3,7,3,1
C11587,47.9,20,3,2
C11588,47.8,21,3,2
C11589,14.4,5,4,4
C11590,69.4,22,3,1
C11591,14.8,4,3,1
C11592,48.3,26,2,0
C11593,61.9,21,1,0
C11594,46.3,18,3,2
C11595,35.1,10,3,2
C11596,60.6,21,1,0
C11597,18.6,11,3,2
C11598,52.2,9,2,0
C11599,35.5,18,3,2
C11600,50.3,20,2,2
C11601,0.0,0,5,3
C11602,39.3,16,2,1
C11603,34.9,8,3,2
C11604,72.2,28,2,0
C11605,12.0,0,4,3
C11606,20.9,12,6,6
C11607,62.9,24,1,1
C11608,9.2,5,4,4
C11609,41.4,12,5,3
C11610,49.3,19,2,2
C11611,30.3,9,4,3
C11612,6.0,2,5,3
C11613,8.8,10,4,4
C11614,42.1,17,2,0
C11615,24.2,3,4,4
C11616,22.8,14,4,3
C11617,47.3,24,2,1
C11618,53.7,22,2,1
C11619,28.8,16,3,1
C11620,30.1,8,3,1
C11621,43.0,16,2,2
C11622,50.5,22,3,3
C11623,39.1,11,3,3
C11624,59.5,20,2,1
C11625,70.5,30,1,0
C11626,20.8,8,5,4
C11627,63.3,27,3,2
C11628,31.4,10,3,3
C11629,50.1,20,2,1
C11630,22.4,11,4,4
C11631,57.6,20,3,1
C11632,52.5,20,2,0
C11633,11.2,6,6,4
C11634,49.7,20,2,1
C11635,42.1,22,3,2
C11636,59.5,25,3,3
C11637,53.3,10,3,3
C11638,39.9,17,2,0
C11639,65.8,23,1,1
C11640,46.1,20,3,1
C11641,71.8,25,4,4
C11642,49.9,13,3,3
C11643,63.4,24,3,3
C11644,12.3,8,4,4
C11645,62.9,24,2,0
C11646,28.1,10,4,2
C11647,35.1,12,5,3
C11648,6.2,2,4,2
C11649,30.4,15,4,4
C11650,43.4,12,2,1
C11651,26.1,9,5,5
C11652,55.1,22,3,1
C11653,22.8,10,3,1
C11654,46.7,7,2,2
C11655,25.2,11,3,1
C11656,27.1,7,3,3
C11657,65.0,25,1,0
C11658,27.5,13,3,2
C11659,52.6,21,2,1
C11660,66.0,17,2,2
C11661,16.9,1,4,3
C11662,39.0,14,4,2
C11663,30.6,10,4,2
C11664,61.9,17,2,1
C11665,56.9,18,1,0
C11666,11.5,7,4,4
C11667,30.0,11,3,3
C11668,42.5,16,3,2
C11669,30.3,10,3,2
C11670,32.7,7,7,6
C11671,51.2,23,2,2
C11672,44.2,17,3,2
C11673,29.0,16,3,2
C11674,44.4,15,3,3
C11675,68.6,25,1,1
C11676,69.1,25,1,0
C11677,47.4,25,2,1
C11678,25.8,17,4,3
C11679,70.4,20,1,0
C11680,41.2,16,5,5
C11681,9.6,0,5,3
C11682,31.7,12,4,2
C11683,44.7,17,2,2
C11684,36.6,16,3,1
C11685,45.7,22,2,1
C11686,40.0,22,2,2
C11687,30.5,10,4,2
C11688,75.3,29,1,0
C11689,42.0,15,4,2
C11690,26.2,9,4,3
C11691,31.0,5,4,4
C11692,19.2,10,3,2
C11693,51.4,21,3,1
C11694,12.3,5,5,4
C11695,0.0,0,5,4
C11696,52.1,17,2,1
C11697,57.1,19,1,1
C11698,55.6,30,1,1
C11699,35.9,8,4,4
C11700,43.8,15,3,3
C11701,67.7,27,1,0
C11702,20.4,7,4,4
C11703,50.0,19,2,0
C11704,28.0,8,4,3
C11705,24.3,10,4,4
C11706,15.6,11,4,3
C11707,29.4,15,3,2
C11708,51.1,22,2,1
C11709,35.0,13,5,4
C11710,62.7,28,1,0
C11711,62.4,24,3,3
C11712,50.2,19,4,4
C11713,51.7,19,2,2
C11714,65.3,25,1,1
C11715,47.1,20,4,4
C11716,30.0,12,3,3
C11717,63.4,28,2,0
C11718,66.7,22,1,1
C11719,33.3,11,3,3
C11720,26.4,10,4,4
C11721,42.9,21,3,2
C11722,16.5,1,4,2
C11723,43.7,25,3,2
C11724,33.4,13,3,1
C11725,37.4,6,3,3
C11726,59.0,21,1,0
C11727,27.2,12,3,1
C11728,50.9,22,2,1
C11729,47.4,18,2,1
C11730,60.8,24,2,2
C11731,24.2,13,4,4
C11732,40.1,16,4,4
C11733,55.8,23,2,1
C11734,21.3,9,6,5
C11735,52.1,24,1,1
C11736,24.1,17,5,3
C11737,50.2,22,2,0
C11738,48.6,21,2,0
C11739,28.1,8,5,3
C11740,44.6,17,2,2
C11741,19.8,5,5,4
C11742,17.9,4,4,3
C11743,60.7,22,1,0
C11744,29.2,13,4,2
C11745,30.9,14,3,3
C11746,26.2,7,4,4
C11747,54.1,21,3,3
C11748,17.5,10,3,2
C11749,80.3,29,1,0
C11750,33.1,9,5,4
C11751,60.0,18,3,3
C11752,39.2,12,3,3
C11753,59.9,23,1,1
C11754,18.9,6,5,5
C11755,17.1,5,5,4
C11756,65.2,30,1,0
C11757,36.0,14,4,3
C11758,30.2,8,3,1
C11759,10.7,0,4,3
C11760,48.5,16,2,1
C11761,33.3,12,4,3
C11762,40.0,17,3,3
C11763,25.6,13,4,2
C11764,53.1,18,3,3
C11765,9.1,4,4,4
C11766,51.4,20,2,1
C11767,59.8,15,3,3
C11768,15.3,7,4,4
C11769,51.4,18,2,0
C11770,28.3,14,3,1
C11771,17.8,4,5,3
C11772,40.9,20,2,0
C11773,39.4,11,3,3
C11774,25.1,16,3,1
C11775,41.5,13,2,2
C11776,51.3,15,3,2
C11777,33.8,11,4,4
C11778,75.2,24,3,3
C11779,38.4,12,3,1
C11780,70.5,23,1,0
C11781,41.1,8,3,2
C11782,16.2,1,6,5
C11783,43.2,14,3,2
C11784,45.4,13,3,3
C11785,50.4,16,3,3
C11786,46.5,19,2,0
C11787,40.0,8,3,2
C11788,30.2,9,5,3
C11789,43.9,13,3,3
C11790,43.8,17,2,2
C11791,48.2,22,2,0
C11792,43.8,12,3,2
C11793,4.4,8,6,4
C11794,55.3,22,4,2
C11795,61.2,29,1,1
C11796,52.9,22,3,2
C11797,37.6,10,2,1
C11798,0.0,7,4,4
C11799,11.6,7,5,4
C11800,50.8,19,2,0
C11801,57.9,17,3,2
C11802,33.2,13,3,3
C11803,23.2,11,3,2
C11804,33.2,18,4,4
C11805,29.9,17,4,3
C11806,64.0,29,0,0
C11807,31.3,3,3,2
C11808,13.0,1,4,2
C11809,46.4,19,2,0
C11810,47.8,19,3,2
C11811,20.1,9,5,4
C11812,55.1,20,2,2
C11813,19.7,7,4,4
C11814,58.7,19,1,0
C11815,34.5,12,4,4
C11816,37.1,10,3,1
C11817,42.4,16,4,2
C11818,39.6,13,3,3
C11819,62.1,22,3,3
C11820,2.5,2,5,5
C11821,20.4,8,6,4
C11822,67.1,24,3,3
C11823,9.8,6,4,3
C11824,18.8,7,5,5
C11825,53.6,18,3,2
C11826,67.3,26,2,2
C11827,17.4,6,5,3
C11828,22.2,5,4,2
C11829,3.0,0,6,4
C11830,56.8,18,1,1
C11831,52.0,20,2,1
C11832,55.7,23,3,1
C11833,64.3,23,1,0
C11834,34.0,17,3,2
C11835,46.8,21,2,1
C11836,44.9,19,2,1
C11837,50.0,24,2,2
C11838,55.8,22,1,0
C11839,64.6,23,1,0
C11840,58.3,22,2,1
C11841,23.4,9,4,4
C11842,36.9,12,2,2
C11843,37.5,10,3,3
C11844,14.8,1,7,5
C11845,29.5,10,4,2
C11846,36.0,11,3,3
C11847,40.6,18,4,4
C11848,68.6,25,1,0
C11849,50.9,13,3,1
C11850,36.7,12,3,3
C11851,20.0,0,4,3
C11852,20.6,9,5,3
C11853,73.2,24,1,0
C11854,34.4,21,3,2
C11855,19.8,9,4,2
C11856,47.0,18,2,1
C11857,60.1,29,1,0
C11858,68.9,30,2,2
C11859,36.0,11,4,3
C11860,35.7,25,2,2
C11861,12.3,16,4,3
C11862,64.0,31,1,0
C11863,82.9,26,1,1
C11864,67.2,27,2,1
C11865,18.8,10,5,4
C11866,34.9,9,2,2
C11867,36.8,16,2,2
C11868,50.5,23,2,1
C11869,14.2,8,4,3
C11870,40.7,13,3,2
C11871,54.5,14,2,2
C11872,16.3,3,4,3
C11873,40.4,17,3,3
C11874,47.8,15,2,0
C11875,32.3,8,3,3
C11876,16.7,4,6,4
C11877,13.5,7,4,3
C11878,73.4,31,0,0
C11879,41.2,19,2,0
C11880,23.5,11,3,3
C11881,15.9,5,4,4
C11882,59.9,28,1,1
C11883,40.4,16,2,2
C11884,5.6,2,4,2
C11885,19.9,14,3,2
C11886,11.3,3,4,2
C11887,39.9,19,2,0
C11888,9.6,3,6,4
C11889,38.1,12,3,3
C11890,29.7,11,3,2
C11891,17.6,8,4,2
C11892,11.8,2,8,8
C11893,67.5,29,0,0
C11894,76.1,31,0,0
C11895,54.7,18,2,1
C11896,85.3,29,0,0
C11897,45.0,18,2,2
C11898,48.2,21,2,0
C11899,17.8,15,3,3
C11900,46.2,19,2,0
C11901,38.5,7,3,1
C11902,60.1,22,2,1
C11903,48.5,18,2,1
C11904,39.0,16,2,0
C11905,29.9,18,2,0
C11906,28.9,9,5,4
C11907,63.7,20,1,0
C11908,63.9,25,1,0
C11909,28.4,9,3,3
C11910,13.0,6,6,4
C11911,23.6,10,3,2
C11912,39.9,18,3,3
C11913,34.9,9,4,4
C11914,47.6,16,3,1
C11915,33.5,19,3,3
C11916,48.5,13,2,2
C11917,10.7,5,4,4
C11918,26.0,6,7,6
C11919,33.6,14,3,1
C11920,10.0,1,4,3
C11921,44.2,24,2,2
C11922,36.6,13,5,4
C11923,34.5,12,3,1
C11924,41.3,15,3,1
C11925,37.2,19,2,2
C11926,45.7,13,2,1
C11927,23.7,0,5,4
C11928,75.6,27,0,0
C11929,62.4,24,1,1
C11930,32.9,8,4,4
C11931,41.3,14,4,2
C11932,65.3,24,1,1
C11933,45.9,15,2,1
C11934,45.6,16,4,3
C11935,20.0,14,3,3
C11936,45.5,15,3,1
C11937,32.6,11,5,4
C11938,32.2,9,4,4
C11939,57.4,17,2,1
C11940,65.5,24,2,0
C11941,62.3,25,1,1
C11942,31.8,15,3,2
C11943,70.3,26,6,4
C11944,49.6,22,4,3
C11945,53.0,20,3,1
C11946,18.0,5,4,2
C11947,73.8,25,1,0
C11948,43.2,12,2,2
C11949,42.7,14,2,1
C11950,63.6,24,1,0
C11951,23.6,1,7,5
C11952,64.4,21,2,2
C11953,36.1,14,3,2
C11954,53.5,21,2,0
C11955,58.3,16,1,1
C11956,20.1,7,4,2
C11957,11.4,7,4,4
C11958,24.2,9,4,4
C11959,52.6,25,3,3
C11960,41.5,18,3,1
C11961,46.7,14,2,1
C11962,43.5,15,3,3
C11963,49.4,18,2,1
C11964,76.8,27,2,0
C11965,30.2,12,4,3
C11966,50.7,25,1,1
C11967,30.8,12,3,1
C11968,18.4,9,6,5
C11969,66.8,25,2,0
C11970,12.5,4,4,4
C11971,32.0,10,4,2
C11972,16.1,9,3,2
C11973,24.8,9,5,4
C11974,57.0,23,2,0
C11975,41.4,12,3,1
C11976,18.8,12,5,4
C11977,62.2,18,1,0
C11978,45.6,22,2,2
C11979,63.0,25,2,0
C11980,17.5,5,4,2
C11981,68.2,24,3,1
C11982,35.8,18,3,1
C11983,39.6,14,3,2
C11984,48.1,23,2,2
C11985,79.4,32,0,0
C11986,19.8,10,3,1
C11987,61.1,23,1,0
C11988,41.0,10,3,1
C11989,74.1,20,3,2
C11990,38.0,15,5,5
C11991,41.4,17,4,2
C11992,17.1,6,4,4
